ensembl,FC,padj,gene
ENSG00000176248.9,-0.815325536,1.11E-05,ANAPC2
ENSG00000115593.15,-0.815322639,0.676656966,SMYD1
ENSG00000213073.4,-0.814551039,0.683270776,AL353625.1
ENSG00000100577.19,-0.813500391,9.65E-05,GSTZ1
ENSG00000197121.15,-0.813223561,4.72E-13,PGAP1
ENSG00000116127.18,-0.812438658,1.04E-06,ALMS1
ENSG00000141698.17,-0.812356657,9.49E-16,NT5C3B
ENSG00000116266.11,-0.812271353,7.45E-08,STXBP3
ENSG00000163378.14,-0.81183222,1.56E-08,EOGT
ENSG00000244625.7,-0.811727932,0.043227943,MIATNB
ENSG00000083750.12,-0.811466494,0.158470992,RRAGB
ENSG00000142185.16,-0.811378336,7.60E-07,TRPM2
ENSG00000140406.4,-0.81082519,1.65E-36,TLNRD1
ENSG00000156170.13,-0.810616516,3.94E-06,NDUFAF6
ENSG00000254986.7,-0.810525179,1.58E-10,DPP3
ENSG00000169710.9,-0.81005587,2.99E-175,FASN
ENSG00000167112.10,-0.809423806,1.80E-08,TRUB2
ENSG00000130640.13,-0.809156527,3.77E-13,TUBGCP2
ENSG00000113583.8,-0.809151895,1.84E-17,C5orf15
ENSG00000214194.9,-0.809145302,1.86E-10,SMIM30
ENSG00000102878.16,-0.808848597,0.143607224,HSF4
ENSG00000205060.11,-0.808737513,7.47E-18,SLC35B4
ENSG00000160055.19,-0.80855942,0.031583923,TMEM234
ENSG00000104356.11,-0.808449595,1.95E-10,POP1
ENSG00000234840.2,-0.807839117,0.155154603,LINC01239
ENSG00000154080.14,-0.807742458,0.035518911,CHST9
ENSG00000139842.15,-0.807258105,1.80E-21,CUL4A
ENSG00000253251.2,-0.807075936,0.170803464,SHLD3
ENSG00000108515.17,-0.807028618,0.15448451,ENO3
ENSG00000134779.15,-0.806991048,3.23E-14,TPGS2
ENSG00000163807.6,-0.806770347,1.49E-07,KIAA1143
ENSG00000145041.15,-0.806685098,6.59E-08,DCAF1
ENSG00000283050.2,-0.806273266,0.199871737,GTF2IP12
ENSG00000137054.16,-0.805802772,2.48E-09,POLR1E
ENSG00000173113.6,-0.805655771,1.23E-22,TRMT112
ENSG00000115042.10,-0.805632162,5.86E-11,FAHD2A
ENSG00000168273.8,-0.805519523,0.001578937,SMIM4
ENSG00000113163.16,-0.805446595,9.89E-28,CERT1
ENSG00000109917.11,-0.805371317,2.57E-10,ZPR1
ENSG00000104671.8,-0.805325371,5.02E-06,DCTN6
ENSG00000005156.12,-0.805096883,2.11E-07,LIG3
ENSG00000178719.17,-0.804270218,1.88E-55,GRINA
ENSG00000153250.20,-0.803870483,3.24E-16,RBMS1
ENSG00000152520.14,-0.803817523,9.71E-06,PAN3
ENSG00000164818.16,-0.803539485,2.89E-10,DNAAF5
ENSG00000177731.16,-0.803199835,4.58E-39,FLII
ENSG00000119685.20,-0.802287025,1.97E-05,TTLL5
ENSG00000152953.13,-0.80222888,7.49E-07,STK32B
ENSG00000121897.15,-0.801661767,0.020841445,LIAS
ENSG00000115935.17,-0.801294637,9.92E-13,WIPF1
ENSG00000115392.11,-0.801287263,2.73E-05,FANCL
ENSG00000072501.17,-0.800937684,1.27E-33,SMC1A
ENSG00000171357.6,-0.800770928,0.06521989,LURAP1
ENSG00000119383.19,-0.800668342,3.63E-24,PTPA
ENSG00000185900.10,-0.800468523,0.077062642,POMK
ENSG00000131779.11,-0.799984489,0.000559709,PEX11B
ENSG00000083457.12,-0.799876987,4.38E-07,ITGAE
ENSG00000177359.20,-0.799655287,0.034025609,AC024940.2
ENSG00000077097.15,-0.799259695,4.50E-29,TOP2B
ENSG00000117479.15,-0.798733884,5.07E-10,SLC19A2
ENSG00000100784.12,-0.798468334,1.48E-07,RPS6KA5
ENSG00000106133.18,-0.798371141,0.091275854,NSUN5P2
ENSG00000177192.14,-0.797787053,0.000100767,PUS1
ENSG00000124596.17,-0.797414864,0.001545256,OARD1
ENSG00000166169.17,-0.797206979,0.005076717,POLL
ENSG00000160051.11,-0.796615027,0.124035136,IQCC
ENSG00000074054.18,-0.796593018,6.71E-16,CLASP1
ENSG00000165060.14,-0.795955963,0.000515373,FXN
ENSG00000168887.11,-0.795193221,1.60E-05,C2orf68
ENSG00000114125.14,-0.795101913,1.36E-09,RNF7
ENSG00000099968.18,-0.794900131,1.60E-31,BCL2L13
ENSG00000100519.12,-0.794709594,9.18E-14,PSMC6
ENSG00000157379.14,-0.794450522,0.115356323,DHRS1
ENSG00000234684.7,-0.794132547,0.068837061,SDCBP2-AS1
ENSG00000132313.15,-0.793420009,6.86E-17,MRPL35
ENSG00000198690.10,-0.79339088,0.056351857,FAN1
ENSG00000089876.12,-0.793300413,1.37E-09,DHX32
ENSG00000225953.3,-0.79306608,0.140727756,SATB2-AS1
ENSG00000165732.13,-0.792528224,9.60E-37,DDX21
ENSG00000186063.13,-0.792463702,7.26E-15,AIDA
ENSG00000176058.13,-0.792340336,6.74E-05,TPRN
ENSG00000148399.13,-0.792031279,0.011085431,DPH7
ENSG00000110455.14,-0.791897456,0.152430144,ACCS
ENSG00000284693.1,-0.790361628,0.347096975,LINC02606
ENSG00000144895.12,-0.790155459,1.14E-13,EIF2A
ENSG00000100926.15,-0.789995892,6.29E-09,TM9SF1
ENSG00000153187.20,-0.789723885,3.82E-102,HNRNPU
ENSG00000156521.14,-0.789704553,1.46E-06,TYSND1
ENSG00000183048.12,-0.789516386,5.27E-09,SLC25A10
ENSG00000122299.12,-0.789093877,1.67E-09,ZC3H7A
ENSG00000263002.8,-0.788976329,0.054569446,ZNF234
ENSG00000168913.7,-0.788962794,0.000695917,ENHO
ENSG00000130429.15,-0.788945421,7.76E-74,ARPC1B
ENSG00000163870.16,-0.788195129,1.30E-06,TPRA1
ENSG00000114978.18,-0.788115956,2.60E-27,MOB1A
ENSG00000285283.1,-0.787941937,3.13E-07,AL035078.4
ENSG00000124198.9,-0.787284234,1.25E-32,ARFGEF2
ENSG00000131368.8,-0.786516725,2.67E-13,MRPS25
ENSG00000076984.17,-0.786175968,1.76E-07,MAP2K7
ENSG00000049089.15,-0.7861487,0.091564703,COL9A2
ENSG00000089820.15,-0.785930112,4.44E-05,ARHGAP4
ENSG00000203950.6,-0.785254772,0.000189851,RTL8A
ENSG00000105819.14,-0.784615946,5.98E-18,PMPCB
ENSG00000160305.18,-0.784367087,0.010571457,DIP2A
ENSG00000115204.15,-0.784278158,5.60E-15,MPV17
ENSG00000058673.16,-0.783329454,1.02E-15,ZC3H11A
ENSG00000115282.20,-0.783260085,0.000779362,TTC31
ENSG00000169733.12,-0.783088743,1.71E-07,RFNG
ENSG00000272523.1,-0.783080014,0.482639105,LINC01023
ENSG00000241468.7,-0.782968599,5.46E-17,ATP5MF
ENSG00000176101.12,-0.782615057,2.48E-08,SSNA1
ENSG00000158805.12,-0.782491498,0.028992989,ZNF276
ENSG00000131845.14,-0.782449649,0.004108019,ZNF304
ENSG00000141736.13,-0.782440321,1.26E-07,ERBB2
ENSG00000257218.6,-0.782370348,3.32E-08,GATC
ENSG00000166925.9,-0.782101827,2.75E-16,TSC22D4
ENSG00000136718.9,-0.781911318,2.62E-22,IMP4
ENSG00000168038.11,-0.781507466,0.108440896,ULK4
ENSG00000287007.1,-0.781424489,0.402870648,AC087683.3
ENSG00000184575.12,-0.78138149,1.90E-23,XPOT
ENSG00000197603.14,-0.781372591,3.30E-06,CPLANE1
ENSG00000120509.10,-0.781204359,0.000407789,PDZD11
ENSG00000169230.10,-0.780680374,1.06E-29,PRELID1
ENSG00000151881.14,-0.779577226,0.005498889,TMEM267
ENSG00000204899.6,-0.779513197,9.72E-09,MZT1
ENSG00000145741.15,-0.779495829,1.10E-74,BTF3
ENSG00000035115.22,-0.779487187,0.000756841,SH3YL1
ENSG00000115942.9,-0.779339533,8.07E-06,ORC2
ENSG00000104731.14,-0.779142963,0.000169798,KLHDC4
ENSG00000147669.11,-0.779120691,1.93E-12,POLR2K
ENSG00000104164.11,-0.779015356,6.04E-19,BLOC1S6
ENSG00000102054.17,-0.779002034,1.91E-18,RBBP7
ENSG00000181192.12,-0.778922266,2.36E-06,DHTKD1
ENSG00000142875.19,-0.778892259,8.42E-18,PRKACB
ENSG00000109270.13,-0.778878608,6.09E-07,LAMTOR3
ENSG00000075213.11,-0.778359516,5.83E-06,SEMA3A
ENSG00000197982.14,-0.778269983,1.51E-09,C1orf122
ENSG00000115993.13,-0.778231019,1.62E-40,TRAK2
ENSG00000140848.17,-0.778177396,2.08E-06,CPNE2
ENSG00000260563.3,-0.777978122,0.410366364,AC132872.1
ENSG00000224032.7,-0.777769263,0.000338245,EPB41L4A-AS1
ENSG00000153179.13,-0.777587593,6.19E-21,RASSF3
ENSG00000163041.11,-0.777509588,2.83E-35,H3F3A
ENSG00000126457.21,-0.777359638,3.46E-30,PRMT1
ENSG00000155329.12,-0.777056742,0.000566179,ZCCHC10
ENSG00000155858.6,-0.777016031,0.002629057,LSM11
ENSG00000160799.11,-0.776873243,0.000601552,CCDC12
ENSG00000068120.15,-0.776840819,9.07E-11,COASY
ENSG00000103260.9,-0.776422096,7.28E-16,METRN
ENSG00000164663.14,-0.776262362,0.14072998,USP49
ENSG00000182224.12,-0.776086435,9.69E-06,CYB5D1
ENSG00000197576.14,-0.776077921,0.443730645,HOXA4
ENSG00000132406.12,-0.775854541,0.002294467,TMEM128
ENSG00000272419.6,-0.775682249,0.086657267,LINC01145
ENSG00000108604.16,-0.775356436,1.07E-19,SMARCD2
ENSG00000225791.7,-0.775228668,0.154484661,TRAM2-AS1
ENSG00000139597.18,-0.774816768,0.185862582,N4BP2L1
ENSG00000109458.8,-0.774531994,0.000277683,GAB1
ENSG00000241990.5,-0.773929474,0.031317844,PRR34-AS1
ENSG00000111786.9,-0.773473791,6.00E-24,SRSF9
ENSG00000093144.19,-0.77235404,8.72E-14,ECHDC1
ENSG00000011376.12,-0.772048691,8.97E-06,LARS2
ENSG00000176619.13,-0.770743286,1.62E-28,LMNB2
ENSG00000242485.6,-0.770060823,9.63E-15,MRPL20
ENSG00000144061.12,-0.769821676,0.165119864,NPHP1
ENSG00000179950.14,-0.769444044,3.01E-36,PUF60
ENSG00000182796.14,-0.76936377,0.063815403,TMEM198B
ENSG00000111199.10,-0.769263103,0.023257467,TRPV4
ENSG00000032389.12,-0.768615038,5.99E-07,EIPR1
ENSG00000176273.15,-0.76845319,0.00061487,SLC35G1
ENSG00000128463.13,-0.768401013,6.56E-13,EMC4
ENSG00000074201.9,-0.767868828,6.15E-24,CLNS1A
ENSG00000220891.1,-0.767661417,0.487748406,AC246793.1
ENSG00000214063.11,-0.767653133,4.06E-10,TSPAN4
ENSG00000104313.20,-0.767102322,2.43E-05,EYA1
ENSG00000100802.15,-0.766828329,0.038206833,C14orf93
ENSG00000148334.15,-0.766807896,2.59E-12,PTGES2
ENSG00000274487.2,-0.76674834,0.188465101,AC244154.1
ENSG00000132199.20,-0.766733319,8.25E-05,ENOSF1
ENSG00000100106.22,-0.766565704,8.22E-15,TRIOBP
ENSG00000148300.12,-0.765987037,8.76E-09,REXO4
ENSG00000108828.16,-0.765966163,2.26E-157,VAT1
ENSG00000175756.13,-0.765889112,1.21E-25,AURKAIP1
ENSG00000100865.15,-0.765880494,6.03E-07,CINP
ENSG00000177030.16,-0.765598883,1.90E-06,DEAF1
ENSG00000228589.3,-0.765563012,0.007781026,SPCS2P4
ENSG00000198954.8,-0.764073845,5.42E-08,KIF1BP
ENSG00000185386.15,-0.764039095,0.000203889,MAPK11
ENSG00000188199.10,-0.764007555,0.54584065,NUTM2B
ENSG00000110108.10,-0.763592102,2.10E-14,TMEM109
ENSG00000165119.21,-0.763289495,1.50E-97,HNRNPK
ENSG00000129473.9,-0.76277114,1.98E-08,BCL2L2
ENSG00000088035.18,-0.762626313,2.94E-08,ALG6
ENSG00000147121.16,-0.762424701,0.019131117,KRBOX4
ENSG00000125741.4,-0.762327388,0.000278777,OPA3
ENSG00000162227.8,-0.762071935,0.003086629,TAF6L
ENSG00000272686.1,-0.761636393,0.059904363,AC006333.2
ENSG00000105856.14,-0.7615161,4.49E-10,HBP1
ENSG00000205937.12,-0.761053771,3.18E-20,RNPS1
ENSG00000143179.16,-0.761013142,1.15E-12,UCK2
ENSG00000171311.13,-0.760912319,0.001685566,EXOSC1
ENSG00000182473.22,-0.760726555,3.13E-31,EXOC7
ENSG00000170473.17,-0.760705106,0.019219433,PYM1
ENSG00000267575.7,-0.76042043,0.005065874,AC006504.5
ENSG00000023191.17,-0.760024268,4.10E-24,RNH1
ENSG00000244038.9,-0.759821731,7.50E-62,DDOST
ENSG00000157593.19,-0.759805489,8.81E-23,SLC35B2
ENSG00000167615.16,-0.759438605,3.93E-05,LENG8
ENSG00000189319.14,-0.75924511,1.68E-10,FAM53B
ENSG00000162624.14,-0.758783645,0.502436791,LHX8
ENSG00000130764.10,-0.758502551,1.13E-15,LRRC47
ENSG00000172113.9,-0.758465438,0.01180335,NME6
ENSG00000274021.1,-0.758138765,0.520652951,AC024909.1
ENSG00000136827.12,-0.758077987,5.48E-06,TOR1A
ENSG00000130748.7,-0.757932274,0.000821965,TMEM160
ENSG00000011332.19,-0.757079929,0.035760829,DPF1
ENSG00000233476.3,-0.756830629,0.07763595,EEF1A1P6
ENSG00000132326.12,-0.756442408,0.017828689,PER2
ENSG00000078061.13,-0.756430101,6.29E-07,ARAF
ENSG00000174165.8,-0.756093244,0.000163679,ZDHHC24
ENSG00000102547.19,-0.755653552,0.007401788,CAB39L
ENSG00000105672.14,-0.755650225,0.520239905,ETV2
ENSG00000204954.10,-0.75564745,0.057995441,C12orf73
ENSG00000273297.2,-0.755500292,0.232363417,AC009275.1
ENSG00000215424.10,-0.75547007,0.255304549,MCM3AP-AS1
ENSG00000196531.11,-0.755038255,2.66E-62,NACA
ENSG00000135272.10,-0.753672183,5.05E-12,MDFIC
ENSG00000264522.6,-0.753579348,5.83E-21,OTUD7B
ENSG00000277693.2,-0.753463828,0.128405018,AP003900.1
ENSG00000198231.13,-0.753308776,1.17E-24,DDX42
ENSG00000148411.8,-0.753282193,7.61E-12,NACC2
ENSG00000143952.20,-0.753048588,2.78E-07,VPS54
ENSG00000137273.6,-0.752998418,0.040053271,FOXF2
ENSG00000175213.3,-0.752575996,0.019164038,ZNF408
ENSG00000060688.13,-0.75251251,1.38E-10,SNRNP40
ENSG00000177406.5,-0.752342168,0.530625829,AC021054.1
ENSG00000141013.17,-0.751595091,0.000164001,GAS8
ENSG00000160214.13,-0.751182185,5.07E-09,RRP1
ENSG00000001631.15,-0.750959589,4.04E-05,KRIT1
ENSG00000163950.13,-0.75081192,7.40E-08,SLBP
ENSG00000131374.14,-0.750647343,2.70E-09,TBC1D5
ENSG00000174483.20,-0.750585993,0.029270681,BBS1
ENSG00000104320.13,-0.750423625,8.05E-18,NBN
ENSG00000198466.12,-0.750382127,0.030037433,ZNF587
ENSG00000171806.12,-0.749938872,0.133781982,METTL18
ENSG00000280670.3,-0.74960715,0.271818156,CCDC163
ENSG00000165879.9,-0.747970532,0.314866571,FRAT1
ENSG00000275457.1,-0.74784318,0.371455466,AL117332.1
ENSG00000125651.14,-0.747732433,4.41E-19,GTF2F1
ENSG00000250899.3,-0.747069762,0.196148532,AC125807.2
ENSG00000070087.14,-0.746604578,1.20E-17,PFN2
ENSG00000125864.14,-0.746411079,3.33E-06,BFSP1
ENSG00000111642.15,-0.745739471,4.66E-77,CHD4
ENSG00000123297.19,-0.745694021,1.61E-05,TSFM
ENSG00000179023.8,-0.745572685,0.547929229,KLHDC7A
ENSG00000075131.10,-0.745492167,0.000790351,TIPIN
ENSG00000287769.1,-0.74523268,0.553484386,AL353748.3
ENSG00000162341.18,-0.745137474,7.63E-05,TPCN2
ENSG00000232021.7,-0.745065809,0.201135427,LEF1-AS1
ENSG00000158286.13,-0.745012434,0.20068366,RNF207
ENSG00000066827.16,-0.744647448,0.001202893,ZFAT
ENSG00000102081.14,-0.744520058,2.28E-16,FMR1
ENSG00000246067.8,-0.744206022,0.085364097,RAB30-DT
ENSG00000163644.15,-0.744119781,0.000439532,PPM1K
ENSG00000131023.13,-0.744032436,4.30E-06,LATS1
ENSG00000105058.12,-0.743862289,8.97E-10,FAM32A
ENSG00000124785.9,-0.743827415,1.51E-05,NRN1
ENSG00000179029.15,-0.742864308,0.080244548,TMEM107
ENSG00000278200.1,-0.742460292,0.554182378,LINC01971
ENSG00000274307.1,-0.742355275,0.554220133,AC023449.2
ENSG00000175634.15,-0.742259865,7.52E-05,RPS6KB2
ENSG00000269190.6,-0.742105524,1.76E-06,FBXO17
ENSG00000085871.9,-0.741765426,0.000723228,MGST2
ENSG00000255423.1,-0.741599132,0.428731836,EBLN2
ENSG00000181610.13,-0.741350414,3.14E-13,MRPS23
ENSG00000197858.11,-0.741129186,3.50E-22,GPAA1
ENSG00000125835.18,-0.74102528,3.28E-43,SNRPB
ENSG00000171126.8,-0.740400977,0.009974712,KCNG3
ENSG00000268573.1,-0.740377118,0.231809668,AC011815.1
ENSG00000132716.18,-0.739640603,1.50E-07,DCAF8
ENSG00000161395.14,-0.739610254,0.216615863,PGAP3
ENSG00000136450.13,-0.739360972,2.33E-42,SRSF1
ENSG00000111596.12,-0.738593826,3.21E-07,CNOT2
ENSG00000132535.19,-0.738585571,0.010645324,DLG4
ENSG00000124444.16,-0.738539531,0.004541599,ZNF576
ENSG00000121064.12,-0.737919396,1.14E-28,SCPEP1
ENSG00000104299.15,-0.737767907,1.92E-05,INTS9
ENSG00000004779.10,-0.737678109,7.81E-09,NDUFAB1
ENSG00000196116.8,-0.737582745,1.56E-10,TDRD7
ENSG00000128908.17,-0.737126975,3.95E-07,INO80
ENSG00000132740.8,-0.73706587,0.000935717,IGHMBP2
ENSG00000269893.8,-0.736875772,2.66E-08,SNHG8
ENSG00000115232.14,-0.736858333,3.36E-18,ITGA4
ENSG00000097046.13,-0.736768945,1.20E-05,CDC7
ENSG00000110696.10,-0.736755854,7.20E-26,C11orf58
ENSG00000249378.6,-0.7366956,0.583083643,LINC01060
ENSG00000238045.9,-0.7366956,0.583083643,AC009133.1
ENSG00000092201.10,-0.736635034,8.47E-25,SUPT16H
ENSG00000242588.6,-0.736460637,0.578259391,AC108010.1
ENSG00000164054.15,-0.736340394,2.19E-12,SHISA5
ENSG00000260219.2,-0.736223275,0.57954469,CD2BP2-DT
ENSG00000206567.10,-0.735658267,0.585530887,AC022007.1
ENSG00000187372.11,-0.735648646,0.390598587,PCDHB13
ENSG00000130312.6,-0.73564075,9.99E-07,MRPL34
ENSG00000113391.19,-0.735588716,0.00017969,FAM172A
ENSG00000146592.17,-0.735399382,1.43E-06,CREB5
ENSG00000120328.6,-0.734807137,0.115977844,PCDHB12
ENSG00000075239.14,-0.734699422,5.56E-12,ACAT1
ENSG00000115875.19,-0.734607028,2.43E-23,SRSF7
ENSG00000008441.16,-0.734591378,5.31E-07,NFIX
ENSG00000206190.11,-0.733842592,5.91E-07,ATP10A
ENSG00000167461.12,-0.733793139,2.22E-10,RAB8A
ENSG00000279170.2,-0.73370707,0.241105097,TSTD3
ENSG00000031823.14,-0.733693754,1.89E-08,RANBP3
ENSG00000138375.12,-0.733389882,3.99E-06,SMARCAL1
ENSG00000170264.13,-0.733263909,0.000975722,FAM161A
ENSG00000233828.4,-0.733004859,0.581756328,LINC01949
ENSG00000267064.2,-0.733004859,0.581756328,UXT-AS1
ENSG00000037897.17,-0.732951527,0.023041792,METTL1
ENSG00000196453.8,-0.732648955,9.24E-05,ZNF777
ENSG00000247556.6,-0.732445708,5.08E-21,OIP5-AS1
ENSG00000204934.10,-0.732319428,0.081737464,ATP6V0E2-AS1
ENSG00000180581.7,-0.732142481,0.814937804,SRP9P1
ENSG00000278129.2,-0.732137327,0.186299966,ZNF8
ENSG00000163626.16,-0.732068846,0.007447507,COX18
ENSG00000223496.3,-0.73187339,7.77E-06,EXOSC6
ENSG00000188092.15,-0.731422273,0.012911167,GPR89B
ENSG00000144668.12,-0.73059532,0.000831865,ITGA9
ENSG00000082146.13,-0.730398243,2.68E-11,STRADB
ENSG00000139579.13,-0.729935125,2.06E-06,NABP2
ENSG00000100350.14,-0.729647389,9.36E-31,FOXRED2
ENSG00000161791.14,-0.72855582,3.28E-07,FMNL3
ENSG00000162736.17,-0.728460562,7.94E-09,NCSTN
ENSG00000165832.6,-0.727956148,5.72E-06,TRUB1
ENSG00000241685.10,-0.727746743,7.04E-39,ARPC1A
ENSG00000119906.13,-0.727502737,1.79E-09,SLF2
ENSG00000198492.16,-0.727417328,2.50E-28,YTHDF2
ENSG00000179271.3,-0.727149355,1.17E-10,GADD45GIP1
ENSG00000169223.15,-0.727133459,2.45E-26,LMAN2
ENSG00000067369.13,-0.727077946,2.44E-11,TP53BP1
ENSG00000204308.8,-0.72705546,8.73E-06,RNF5
ENSG00000128708.13,-0.726670116,1.22E-13,HAT1
ENSG00000134874.17,-0.726445945,1.79E-07,DZIP1
ENSG00000094841.14,-0.726237241,0.000329287,UPRT
ENSG00000204394.13,-0.726177421,4.68E-28,VARS
ENSG00000145349.17,-0.725970219,7.56E-09,CAMK2D
ENSG00000167550.11,-0.725952132,0.267125067,RHEBL1
ENSG00000119953.13,-0.725826982,7.39E-06,SMNDC1
ENSG00000196312.14,-0.725760715,0.010625731,MFSD14C
ENSG00000100764.14,-0.725707084,9.91E-05,PSMC1
ENSG00000005194.15,-0.725667349,9.41E-10,CIAPIN1
ENSG00000229043.3,-0.725381336,0.126628709,AC091729.3
ENSG00000147164.12,-0.725320595,2.44E-08,SNX12
ENSG00000129151.9,-0.725186438,0.60852918,BBOX1
ENSG00000197961.11,-0.724974177,0.001636181,ZNF121
ENSG00000254553.1,-0.724723877,0.225060909,AL033529.1
ENSG00000180769.10,-0.724644271,0.46262429,WDFY3-AS2
ENSG00000186439.14,-0.724364581,0.614405151,TRDN
ENSG00000188542.9,-0.724181177,0.282990737,DUSP28
ENSG00000075643.6,-0.724165426,0.006587209,MOCOS
ENSG00000163902.12,-0.723243561,1.99E-39,RPN1
ENSG00000100028.12,-0.723188784,7.17E-14,SNRPD3
ENSG00000066557.6,-0.722984018,4.17E-06,LRRC40
ENSG00000144524.17,-0.722411177,2.92E-06,COPS7B
ENSG00000165678.21,-0.721772842,4.31E-30,GHITM
ENSG00000162373.13,-0.721687632,0.282049876,BEND5
ENSG00000163681.15,-0.721378492,3.04E-06,SLMAP
ENSG00000107443.16,-0.721313154,0.011026983,CCNJ
ENSG00000255258.2,-0.720934589,0.620352425,LINC02743
ENSG00000173531.15,-0.720415637,0.616363393,MST1
ENSG00000184381.20,-0.720109368,0.013246132,PLA2G6
ENSG00000101856.10,-0.719171487,4.01E-11,PGRMC1
ENSG00000134330.19,-0.719166149,3.22E-06,IAH1
ENSG00000237438.7,-0.719016313,0.003052099,CECR7
ENSG00000116251.11,-0.718995161,8.44E-85,RPL22
ENSG00000112208.11,-0.718858608,4.59E-05,BAG2
ENSG00000122390.19,-0.718362004,1.58E-06,NAA60
ENSG00000197563.11,-0.718286393,2.42E-05,PIGN
ENSG00000113209.9,-0.717839935,0.00692556,PCDHB5
ENSG00000151502.11,-0.717796609,7.40E-10,VPS26B
ENSG00000135837.16,-0.717549488,2.20E-10,CEP350
ENSG00000188554.14,-0.717471258,3.12E-20,NBR1
ENSG00000157045.9,-0.717207295,2.87E-05,NTAN1
ENSG00000253330.1,-0.716868797,0.632976177,AC024451.2
ENSG00000172766.19,-0.71577327,0.030227493,NAA16
ENSG00000164167.12,-0.71556444,0.009925118,LSM6
ENSG00000267534.4,-0.715237935,0.039820921,S1PR2
ENSG00000115761.16,-0.715034436,6.99E-09,NOL10
ENSG00000135045.7,-0.71502776,0.005506935,C9orf40
ENSG00000144935.15,-0.714588438,0.056159235,TRPC1
ENSG00000055917.15,-0.713603728,1.43E-22,PUM2
ENSG00000088543.15,-0.713548252,0.005586809,C3orf18
ENSG00000198498.10,-0.713291152,0.000626785,TMA16
ENSG00000205581.11,-0.71294178,2.90E-27,HMGN1
ENSG00000067601.8,-0.712565435,0.444450155,PMS2P4
ENSG00000104518.11,-0.712416644,2.63E-07,GSDMD
ENSG00000180806.5,-0.712407266,0.209317176,HOXC9
ENSG00000108666.10,-0.711977945,0.019007583,C17orf75
ENSG00000092421.16,-0.711647017,2.79E-28,SEMA6A
ENSG00000196782.12,-0.711580881,0.006633525,MAML3
ENSG00000103024.7,-0.711458278,0.00242195,NME3
ENSG00000273841.5,-0.710596201,1.57E-11,TAF9
ENSG00000135778.12,-0.709880607,1.67E-05,NTPCR
ENSG00000100077.15,-0.709546502,7.21E-21,GRK3
ENSG00000188130.14,-0.70917879,7.57E-08,MAPK12
ENSG00000272931.1,-0.709088026,0.655895524,AC099568.2
ENSG00000156535.15,-0.709007253,2.85E-27,CD109
ENSG00000274922.1,-0.70865795,0.649616767,AL139384.1
ENSG00000232485.3,-0.708497841,0.649639127,AC098820.1
ENSG00000161040.16,-0.708461143,0.52731002,FBXL13
ENSG00000139990.18,-0.708231555,1.88E-06,DCAF5
ENSG00000130939.20,-0.707820197,1.45E-19,UBE4B
ENSG00000126067.12,-0.707816173,4.55E-20,PSMB2
ENSG00000271643.2,-0.707717735,0.271535019,AC112220.2
ENSG00000146872.17,-0.707680229,4.39E-10,TLK2
ENSG00000093000.19,-0.707678976,8.17E-37,NUP50
ENSG00000237765.7,-0.707478639,0.000153881,FAM200B
ENSG00000227124.11,-0.707070679,0.030572201,ZNF717
ENSG00000013306.16,-0.706997791,5.88E-17,SLC25A39
ENSG00000099899.15,-0.706493292,8.17E-08,TRMT2A
ENSG00000147408.14,-0.706366052,1.68E-06,CSGALNACT1
ENSG00000181555.20,-0.706081919,1.79E-06,SETD2
ENSG00000172878.14,-0.706073777,0.029388986,METAP1D
ENSG00000174928.16,-0.70576428,0.277039294,C3orf33
ENSG00000135829.17,-0.704444645,2.10E-39,DHX9
ENSG00000139218.18,-0.704428624,4.10E-10,SCAF11
ENSG00000247092.7,-0.704100049,0.341255897,SNHG10
ENSG00000283674.3,-0.704093269,0.071699431,AC068587.4
ENSG00000143458.12,-0.703902578,0.277344328,GABPB2
ENSG00000239482.6,-0.703739138,0.651504044,AC112487.1
ENSG00000189283.10,-0.703616698,0.047117175,FHIT
ENSG00000131171.13,-0.7035552,5.81E-08,SH3BGRL
ENSG00000183336.8,-0.703489402,0.123666615,BOLA2
ENSG00000130520.10,-0.702825259,5.05E-13,LSM4
ENSG00000114021.12,-0.701628235,7.18E-06,NIT2
ENSG00000164307.13,-0.701363082,7.35E-06,ERAP1
ENSG00000256053.7,-0.701260755,0.000575002,COA8
ENSG00000197622.13,-0.701008192,7.79E-12,CDC42SE1
ENSG00000112578.10,-0.700810065,3.80E-07,BYSL
ENSG00000148834.13,-0.700739884,5.45E-25,GSTO1
ENSG00000051825.15,-0.700114135,0.000328687,MPHOSPH9
ENSG00000213297.8,-0.699765592,0.571437295,ZNF625-ZNF20
ENSG00000101132.10,-0.69932748,1.56E-07,PFDN4
ENSG00000279165.1,-0.699301485,0.654026375,AC135776.4
ENSG00000164164.17,-0.699181137,1.31E-09,OTUD4
ENSG00000268975.2,-0.699103118,0.655895524,MIA-RAB4B
ENSG00000285437.1,-0.698865291,0.03063998,POLR2J3
